Comunidades y Ciudades Autónomas;Nacionalidad;Edad;Periodo;Total
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2023;71,24
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2022;72,91
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2021;73,48
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2020;70,76
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2019;72,61
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2018;74,26
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2017;74,98
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2016;77,6
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2015;78,01
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2014;76,41
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2013;74,48
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2012;77,15
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2011;76,05
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2010;72,62
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2009;69,14
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2008;70,03
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2007;64,76
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2006;62,96
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2005;62,62
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2004;60,64
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2003;58,78
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2002;54,32
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2001;51,25
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;2000;46,93
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1999;43,77
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1998;38,77
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1997;36,33
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1996;33,02
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1995;28,95
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1994;26,39
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1993;24,56
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1992;24,15
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1991;22,59
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1990;20,8
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1989;21,77
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1988;21,57
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1987;23,13
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1986;25,19
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1985;25,26
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1984;27,88
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1983;29,51
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1982;32,78
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1981;34,53
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1980;38,55
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1979;42,76
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1978;49,14
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1977;52,99
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1976;57,57
16 País Vasco;Ambas nacionalidades;De 35 a 39 años;1975;60,29
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2024;17,3
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2023;17,23
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2022;17,57
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2021;16,92
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2020;16,83
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2019;16,57
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2018;17,51
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2017;17,97
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2016;18,21
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2015;16,76
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2014;16,08
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2013;15,91
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2012;15,29
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2011;13,71
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2010;13,37
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2009;10,86
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2008;12,18
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2007;10,74
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2006;10,01
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2005;9,2
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2004;8,63
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2003;8,07
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2002;6,68
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2001;6,15
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;2000;5,45
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1999;4,91
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1998;3,84
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1997;3,9
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1996;3,79
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1995;2,68
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1994;2,89
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1993;3,18
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1992;2,52
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1991;2,9
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1990;3,26
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1989;3,52
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1988;3,82
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1987;4,21
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1986;5,67
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1985;6,57
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1984;7,83
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1983;8,29
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1982;9,89
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1981;9,98
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1980;10,73
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1979;12,19
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1978;14,25
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1977;16,12
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1976;18,66
16 País Vasco;Ambas nacionalidades;De 40 a 44 años;1975;19,82
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2024;1,46
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2023;1,71
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2022;1,8
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2021;1,42
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2020;1,23
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2019;1,27
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2018;1,41
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2017;1,35
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2016;1,31
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2015;1,46
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2014;1,13
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2013;0,82
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2012;0,72
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2011;0,58
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2010;1,12
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2009;0,5
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2008;0,53
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2007;0,54
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2006;0,47
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2005;0,34
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2004;0,26
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2003;0,32
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2002;0,25
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2001;0,23
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;2000;0,06
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1999;0,11
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1998;0,11
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1997;0,13
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1996;0,15
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1995;0,08
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1994;0,13
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1993;0,1
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1992;0,12
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1991;0,08
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1990;0,19
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1989;0,21
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1988;0,23
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1987;0,3
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1986;0,87
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1985;0,69
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1984;0,69
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1983;0,51
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1982;0,83
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1981;0,71
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1980;1
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1979;1,16
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1978;1,12
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1977;1,38
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1976;1,64
16 País Vasco;Ambas nacionalidades;De 45 a 49 años;1975;1,66
16 País Vasco;Ambas nacionalidades;50 y más años;2024;0,66
16 País Vasco;Ambas nacionalidades;50 y más años;2023;0,39
16 País Vasco;Ambas nacionalidades;50 y más años;2022;0,73
16 País Vasco;Ambas nacionalidades;50 y más años;2021;0,29
16 País Vasco;Ambas nacionalidades;50 y más años;2020;0,46
16 País Vasco;Ambas nacionalidades;50 y más años;2019;0,29
16 País Vasco;Ambas nacionalidades;50 y más años;2018;0,35
16 País Vasco;Ambas nacionalidades;50 y más años;2017;0,29
16 País Vasco;Ambas nacionalidades;50 y más años;2016;0,35
16 País Vasco;Ambas nacionalidades;50 y más años;2015;0,11
16 País Vasco;Ambas nacionalidades;50 y más años;2014;0,28
16 País Vasco;Ambas nacionalidades;50 y más años;2013;0,17
16 País Vasco;Ambas nacionalidades;50 y más años;2012;0,3
16 País Vasco;Ambas nacionalidades;50 y más años;2011;0,47
16 País Vasco;Ambas nacionalidades;50 y más años;2010;0,23
16 País Vasco;Ambas nacionalidades;50 y más años;2009;0,06
16 País Vasco;Ambas nacionalidades;50 y más años;2008;0,18
16 País Vasco;Ambas nacionalidades;50 y más años;2007;0
16 País Vasco;Ambas nacionalidades;50 y más años;2006;0
16 País Vasco;Ambas nacionalidades;50 y más años;2005;0
16 País Vasco;Ambas nacionalidades;50 y más años;2004;0
16 País Vasco;Ambas nacionalidades;50 y más años;2003;0,07
16 País Vasco;Ambas nacionalidades;50 y más años;2002;0
16 País Vasco;Ambas nacionalidades;50 y más años;2001;0,22
16 País Vasco;Ambas nacionalidades;50 y más años;2000;0,21
16 País Vasco;Ambas nacionalidades;50 y más años;1999;0
16 País Vasco;Ambas nacionalidades;50 y más años;1998;0,07
16 País Vasco;Ambas nacionalidades;50 y más años;1997;0
16 País Vasco;Ambas nacionalidades;50 y más años;1996;0,14
16 País Vasco;Ambas nacionalidades;50 y más años;1995;0
16 País Vasco;Ambas nacionalidades;50 y más años;1994;0
16 País Vasco;Ambas nacionalidades;50 y más años;1993;0
16 País Vasco;Ambas nacionalidades;50 y más años;1992;0
16 País Vasco;Ambas nacionalidades;50 y más años;1991;0
16 País Vasco;Ambas nacionalidades;50 y más años;1990;0
16 País Vasco;Ambas nacionalidades;50 y más años;1989;0,1
16 País Vasco;Ambas nacionalidades;50 y más años;1988;0,09
16 País Vasco;Ambas nacionalidades;50 y más años;1987;0
16 País Vasco;Ambas nacionalidades;50 y más años;1986;1,75
16 País Vasco;Ambas nacionalidades;50 y más años;1985;0,22
16 País Vasco;Ambas nacionalidades;50 y más años;1984;0,36
16 País Vasco;Ambas nacionalidades;50 y más años;1983;0,63
16 País Vasco;Ambas nacionalidades;50 y más años;1982;0,14
16 País Vasco;Ambas nacionalidades;50 y más años;1981;0,44
16 País Vasco;Ambas nacionalidades;50 y más años;1980;0,3
16 País Vasco;Ambas nacionalidades;50 y más años;1979;0,46
16 País Vasco;Ambas nacionalidades;50 y más años;1978;0,39
16 País Vasco;Ambas nacionalidades;50 y más años;1977;0,16
16 País Vasco;Ambas nacionalidades;50 y más años;1976;1,3
16 País Vasco;Ambas nacionalidades;50 y más años;1975;0,58
16 País Vasco;Española;De 10 a 14 años;2024;0
16 País Vasco;Española;De 10 a 14 años;2023;0,02
16 País Vasco;Española;De 10 a 14 años;2022;0,06
16 País Vasco;Española;De 10 a 14 años;2021;0,04
16 País Vasco;Española;De 10 a 14 años;2020;0,04
16 País Vasco;Española;De 10 a 14 años;2019;0,04
16 País Vasco;Española;De 10 a 14 años;2018;0,02
16 País Vasco;Española;De 10 a 14 años;2017;0,02
16 País Vasco;Española;De 10 a 14 años;2016;0
16 País Vasco;Española;De 10 a 14 años;2015;0,04
16 País Vasco;Española;De 10 a 14 años;2014;0,02
16 País Vasco;Española;De 10 a 14 años;2013;0,05
16 País Vasco;Española;De 10 a 14 años;2012;0,1
16 País Vasco;Española;De 10 a 14 años;2011;0,02
16 País Vasco;Española;De 10 a 14 años;2010;0,05
16 País Vasco;Española;De 10 a 14 años;2009;0
16 País Vasco;Española;De 10 a 14 años;2008;0,13
16 País Vasco;Española;De 10 a 14 años;2007;0,03
16 País Vasco;Española;De 10 a 14 años;2006;0,11
16 País Vasco;Española;De 10 a 14 años;2005;0,03
16 País Vasco;Española;De 10 a 14 años;2004;0,08
16 País Vasco;Española;De 10 a 14 años;2003;0,08
16 País Vasco;Española;De 10 a 14 años;2002;0,05
16 País Vasco;Española;De 10 a 14 años;2001;
16 País Vasco;Española;De 10 a 14 años;2000;
16 País Vasco;Española;De 10 a 14 años;1999;
16 País Vasco;Española;De 10 a 14 años;1998;
16 País Vasco;Española;De 10 a 14 años;1997;
16 País Vasco;Española;De 10 a 14 años;1996;
16 País Vasco;Española;De 10 a 14 años;1995;
16 País Vasco;Española;De 10 a 14 años;1994;
16 País Vasco;Española;De 10 a 14 años;1993;
16 País Vasco;Española;De 10 a 14 años;1992;
16 País Vasco;Española;De 10 a 14 años;1991;
16 País Vasco;Española;De 10 a 14 años;1990;
16 País Vasco;Española;De 10 a 14 años;1989;
16 País Vasco;Española;De 10 a 14 años;1988;
16 País Vasco;Española;De 10 a 14 años;1987;
16 País Vasco;Española;De 10 a 14 años;1986;
16 País Vasco;Española;De 10 a 14 años;1985;
16 País Vasco;Española;De 10 a 14 años;1984;
16 País Vasco;Española;De 10 a 14 años;1983;
16 País Vasco;Española;De 10 a 14 años;1982;
16 País Vasco;Española;De 10 a 14 años;1981;
16 País Vasco;Española;De 10 a 14 años;1980;
16 País Vasco;Española;De 10 a 14 años;1979;
16 País Vasco;Española;De 10 a 14 años;1978;
16 País Vasco;Española;De 10 a 14 años;1977;
16 País Vasco;Española;De 10 a 14 años;1976;
16 País Vasco;Española;De 10 a 14 años;1975;
16 País Vasco;Española;De 15 a 19 años;2024;1,26
16 País Vasco;Española;De 15 a 19 años;2023;2,07
16 País Vasco;Española;De 15 a 19 años;2022;2,06
16 País Vasco;Española;De 15 a 19 años;2021;2,08
16 País Vasco;Española;De 15 a 19 años;2020;2,12
16 País Vasco;Española;De 15 a 19 años;2019;2,35
16 País Vasco;Española;De 15 a 19 años;2018;2,02
16 País Vasco;Española;De 15 a 19 años;2017;2,9
16 País Vasco;Española;De 15 a 19 años;2016;3,36
16 País Vasco;Española;De 15 a 19 años;2015;3,4
16 País Vasco;Española;De 15 a 19 años;2014;4,33
16 País Vasco;Española;De 15 a 19 años;2013;3,47
16 País Vasco;Española;De 15 a 19 años;2012;3,53
16 País Vasco;Española;De 15 a 19 años;2011;3,39
16 País Vasco;Española;De 15 a 19 años;2010;3,85
16 País Vasco;Española;De 15 a 19 años;2009;3,59
16 País Vasco;Española;De 15 a 19 años;2008;3,58
16 País Vasco;Española;De 15 a 19 años;2007;3,87
16 País Vasco;Española;De 15 a 19 años;2006;3,16
16 País Vasco;Española;De 15 a 19 años;2005;2,94
16 País Vasco;Española;De 15 a 19 años;2004;3,08
16 País Vasco;Española;De 15 a 19 años;2003;3,06
16 País Vasco;Española;De 15 a 19 años;2002;3,06
16 País Vasco;Española;De 15 a 19 años;2001;
16 País Vasco;Española;De 15 a 19 años;2000;
16 País Vasco;Española;De 15 a 19 años;1999;
16 País Vasco;Española;De 15 a 19 años;1998;
16 País Vasco;Española;De 15 a 19 años;1997;
16 País Vasco;Española;De 15 a 19 años;1996;
16 País Vasco;Española;De 15 a 19 años;1995;
16 País Vasco;Española;De 15 a 19 años;1994;
16 País Vasco;Española;De 15 a 19 años;1993;
16 País Vasco;Española;De 15 a 19 años;1992;
16 País Vasco;Española;De 15 a 19 años;1991;
16 País Vasco;Española;De 15 a 19 años;1990;
16 País Vasco;Española;De 15 a 19 años;1989;
16 País Vasco;Española;De 15 a 19 años;1988;
16 País Vasco;Española;De 15 a 19 años;1987;
16 País Vasco;Española;De 15 a 19 años;1986;
16 País Vasco;Española;De 15 a 19 años;1985;
16 País Vasco;Española;De 15 a 19 años;1984;
16 País Vasco;Española;De 15 a 19 años;1983;
16 País Vasco;Española;De 15 a 19 años;1982;
16 País Vasco;Española;De 15 a 19 años;1981;
16 País Vasco;Española;De 15 a 19 años;1980;
16 País Vasco;Española;De 15 a 19 años;1979;
16 País Vasco;Española;De 15 a 19 años;1978;
16 País Vasco;Española;De 15 a 19 años;1977;
16 País Vasco;Española;De 15 a 19 años;1976;
16 País Vasco;Española;De 15 a 19 años;1975;
16 País Vasco;Española;De 20 a 24 años;2024;7,13
16 País Vasco;Española;De 20 a 24 años;2023;7,2
16 País Vasco;Española;De 20 a 24 años;2022;7,69
16 País Vasco;Española;De 20 a 24 años;2021;7,15
16 País Vasco;Española;De 20 a 24 años;2020;8,14
16 País Vasco;Española;De 20 a 24 años;2019;9,3
16 País Vasco;Española;De 20 a 24 años;2018;9,07
16 País Vasco;Española;De 20 a 24 años;2017;9,43
16 País Vasco;Española;De 20 a 24 años;2016;10,59
16 País Vasco;Española;De 20 a 24 años;2015;9,48
16 País Vasco;Española;De 20 a 24 años;2014;11,15
16 País Vasco;Española;De 20 a 24 años;2013;8,66
16 País Vasco;Española;De 20 a 24 años;2012;9,87
16 País Vasco;Española;De 20 a 24 años;2011;10,11
16 País Vasco;Española;De 20 a 24 años;2010;9,95
16 País Vasco;Española;De 20 a 24 años;2009;9,6
16 País Vasco;Española;De 20 a 24 años;2008;9,87
16 País Vasco;Española;De 20 a 24 años;2007;9,71
16 País Vasco;Española;De 20 a 24 años;2006;9,63
16 País Vasco;Española;De 20 a 24 años;2005;9,3
16 País Vasco;Española;De 20 a 24 años;2004;9,54
16 País Vasco;Española;De 20 a 24 años;2003;9,45
16 País Vasco;Española;De 20 a 24 años;2002;8,77
16 País Vasco;Española;De 20 a 24 años;2001;
16 País Vasco;Española;De 20 a 24 años;2000;
16 País Vasco;Española;De 20 a 24 años;1999;
16 País Vasco;Española;De 20 a 24 años;1998;
16 País Vasco;Española;De 20 a 24 años;1997;
16 País Vasco;Española;De 20 a 24 años;1996;
16 País Vasco;Española;De 20 a 24 años;1995;
16 País Vasco;Española;De 20 a 24 años;1994;
16 País Vasco;Española;De 20 a 24 años;1993;
16 País Vasco;Española;De 20 a 24 años;1992;
16 País Vasco;Española;De 20 a 24 años;1991;
16 País Vasco;Española;De 20 a 24 años;1990;
16 País Vasco;Española;De 20 a 24 años;1989;
16 País Vasco;Española;De 20 a 24 años;1988;
16 País Vasco;Española;De 20 a 24 años;1987;
16 País Vasco;Española;De 20 a 24 años;1986;
16 País Vasco;Española;De 20 a 24 años;1985;
16 País Vasco;Española;De 20 a 24 años;1984;
16 País Vasco;Española;De 20 a 24 años;1983;
16 País Vasco;Española;De 20 a 24 años;1982;
16 País Vasco;Española;De 20 a 24 años;1981;
16 País Vasco;Española;De 20 a 24 años;1980;
16 País Vasco;Española;De 20 a 24 años;1979;
16 País Vasco;Española;De 20 a 24 años;1978;
16 País Vasco;Española;De 20 a 24 años;1977;
16 País Vasco;Española;De 20 a 24 años;1976;
16 País Vasco;Española;De 20 a 24 años;1975;
16 País Vasco;Española;De 25 a 29 años;2024;21,67
16 País Vasco;Española;De 25 a 29 años;2023;23,41
16 País Vasco;Española;De 25 a 29 años;2022;24,06
16 País Vasco;Española;De 25 a 29 años;2021;28,56
16 País Vasco;Española;De 25 a 29 años;2020;29,2
16 País Vasco;Española;De 25 a 29 años;2019;29
16 País Vasco;Española;De 25 a 29 años;2018;31,11
16 País Vasco;Española;De 25 a 29 años;2017;36,14
16 País Vasco;Española;De 25 a 29 años;2016;37,74
16 País Vasco;Española;De 25 a 29 años;2015;38,36
16 País Vasco;Española;De 25 a 29 años;2014;40,13
16 País Vasco;Española;De 25 a 29 años;2013;36,88
16 País Vasco;Española;De 25 a 29 años;2012;39,17
16 País Vasco;Española;De 25 a 29 años;2011;40,45
16 País Vasco;Española;De 25 a 29 años;2010;40,21
16 País Vasco;Española;De 25 a 29 años;2009;40,35
16 País Vasco;Española;De 25 a 29 años;2008;42,23
16 País Vasco;Española;De 25 a 29 años;2007;40,96
16 País Vasco;Española;De 25 a 29 años;2006;41,14
16 País Vasco;Española;De 25 a 29 años;2005;40,23
16 País Vasco;Española;De 25 a 29 años;2004;40,83
16 País Vasco;Española;De 25 a 29 años;2003;40,54
16 País Vasco;Española;De 25 a 29 años;2002;40,9
16 País Vasco;Española;De 25 a 29 años;2001;
16 País Vasco;Española;De 25 a 29 años;2000;
16 País Vasco;Española;De 25 a 29 años;1999;
16 País Vasco;Española;De 25 a 29 años;1998;
16 País Vasco;Española;De 25 a 29 años;1997;
16 País Vasco;Española;De 25 a 29 años;1996;
16 País Vasco;Española;De 25 a 29 años;1995;
16 País Vasco;Española;De 25 a 29 años;1994;
16 País Vasco;Española;De 25 a 29 años;1993;
16 País Vasco;Española;De 25 a 29 años;1992;
16 País Vasco;Española;De 25 a 29 años;1991;
16 País Vasco;Española;De 25 a 29 años;1990;
16 País Vasco;Española;De 25 a 29 años;1989;
16 País Vasco;Española;De 25 a 29 años;1988;
16 País Vasco;Española;De 25 a 29 años;1987;
16 País Vasco;Española;De 25 a 29 años;1986;
16 País Vasco;Española;De 25 a 29 años;1985;
16 País Vasco;Española;De 25 a 29 años;1984;
16 País Vasco;Española;De 25 a 29 años;1983;
16 País Vasco;Española;De 25 a 29 años;1982;
16 País Vasco;Española;De 25 a 29 años;1981;
16 País Vasco;Española;De 25 a 29 años;1980;
16 País Vasco;Española;De 25 a 29 años;1979;
16 País Vasco;Española;De 25 a 29 años;1978;
16 País Vasco;Española;De 25 a 29 años;1977;
16 País Vasco;Española;De 25 a 29 años;1976;
16 País Vasco;Española;De 25 a 29 años;1975;
16 País Vasco;Española;De 30 a 34 años;2024;82,13
16 País Vasco;Española;De 30 a 34 años;2023;87,59
16 País Vasco;Española;De 30 a 34 años;2022;87,96
16 País Vasco;Española;De 30 a 34 años;2021;94,05
16 País Vasco;Española;De 30 a 34 años;2020;93,82
16 País Vasco;Española;De 30 a 34 años;2019;96,58
16 País Vasco;Española;De 30 a 34 años;2018;98,03
16 País Vasco;Española;De 30 a 34 años;2017;102,39
16 País Vasco;Española;De 30 a 34 años;2016;105,69
16 País Vasco;Española;De 30 a 34 años;2015;107,37
16 País Vasco;Española;De 30 a 34 años;2014;108,5
16 País Vasco;Española;De 30 a 34 años;2013;103,68
16 País Vasco;Española;De 30 a 34 años;2012;108,91
16 País Vasco;Española;De 30 a 34 años;2011;112,63
16 País Vasco;Española;De 30 a 34 años;2010;110,01
16 País Vasco;Española;De 30 a 34 años;2009;106,97
16 País Vasco;Española;De 30 a 34 años;2008;105,6
16 País Vasco;Española;De 30 a 34 años;2007;107,65
16 País Vasco;Española;De 30 a 34 años;2006;106,78
16 País Vasco;Española;De 30 a 34 años;2005;106,26
16 País Vasco;Española;De 30 a 34 años;2004;107,24
16 País Vasco;Española;De 30 a 34 años;2003;106,82
16 País Vasco;Española;De 30 a 34 años;2002;100,09
16 País Vasco;Española;De 30 a 34 años;2001;
16 País Vasco;Española;De 30 a 34 años;2000;
16 País Vasco;Española;De 30 a 34 años;1999;
16 País Vasco;Española;De 30 a 34 años;1998;
16 País Vasco;Española;De 30 a 34 años;1997;
16 País Vasco;Española;De 30 a 34 años;1996;
16 País Vasco;Española;De 30 a 34 años;1995;
16 País Vasco;Española;De 30 a 34 años;1994;
16 País Vasco;Española;De 30 a 34 años;1993;
16 País Vasco;Española;De 30 a 34 años;1992;
16 País Vasco;Española;De 30 a 34 años;1991;
16 País Vasco;Española;De 30 a 34 años;1990;
16 País Vasco;Española;De 30 a 34 años;1989;
16 País Vasco;Española;De 30 a 34 años;1988;
16 País Vasco;Española;De 30 a 34 años;1987;
16 País Vasco;Española;De 30 a 34 años;1986;
16 País Vasco;Española;De 30 a 34 años;1985;
16 País Vasco;Española;De 30 a 34 años;1984;
16 País Vasco;Española;De 30 a 34 años;1983;
16 País Vasco;Española;De 30 a 34 años;1982;
16 País Vasco;Española;De 30 a 34 años;1981;
16 País Vasco;Española;De 30 a 34 años;1980;
16 País Vasco;Española;De 30 a 34 años;1979;
16 País Vasco;Española;De 30 a 34 años;1978;
16 País Vasco;Española;De 30 a 34 años;1977;
16 País Vasco;Española;De 30 a 34 años;1976;
16 País Vasco;Española;De 30 a 34 años;1975;
16 País Vasco;Española;De 35 a 39 años;2024;74,26
16 País Vasco;Española;De 35 a 39 años;2023;75,78
16 País Vasco;Española;De 35 a 39 años;2022;77,05
16 País Vasco;Española;De 35 a 39 años;2021;77,14
16 País Vasco;Española;De 35 a 39 años;2020;73,7
16 País Vasco;Española;De 35 a 39 años;2019;74,61
16 País Vasco;Española;De 35 a 39 años;2018;75,19
16 País Vasco;Española;De 35 a 39 años;2017;76,56
16 País Vasco;Española;De 35 a 39 años;2016;78,47
16 País Vasco;Española;De 35 a 39 años;2015;79,26
16 País Vasco;Española;De 35 a 39 años;2014;77,72
16 País Vasco;Española;De 35 a 39 años;2013;76,5
16 País Vasco;Española;De 35 a 39 años;2012;79,83
16 País Vasco;Española;De 35 a 39 años;2011;78,8
16 País Vasco;Española;De 35 a 39 años;2010;75,36
